id,comment,label,comment_w_tone,combine_comment
train_000394,kêu nhỏ quá nhỏ,1,keu nho qua nho,kêu nhỏ quá nhỏ keu nho qua nho
train_015415,không giống như hình,1,khong giong nhu hinh,không giống như hình khong giong nhu hinh
train_010993,phao chất đẹp mềm nói chung là ưng ạ,0,phao chat dep mem noi chung la ung a,phao chất đẹp mềm nói chung là ưng ạ phao chat dep mem noi chung la ung a
train_000662,giòn nhưng k thơm lắm vị đậm thêm một tí xíu nữa thì quá ok mỗi tội hơi nhạt hi mình chưa trộn với sữa chỉ ăn mỗi ngũ cốc k nhưng cũng khá ngon để ăn vặt thay bim bim tốt cho sức khỏe hơn,0,gion nhung k thom lam vi dam them mot ti xiu nua thi qua ok moi toi hoi nhat hi minh chua tron voi sua chi an moi ngu coc k nhung cung kha ngon de an vat thay bim bim tot cho suc khoe hon,giòn nhưng k thơm lắm vị đậm thêm một tí xíu nữa thì quá ok mỗi tội hơi nhạt hi mình chưa trộn với sữa chỉ ăn mỗi ngũ cốc k nhưng cũng khá ngon để ăn vặt thay bim bim tốt cho sức khỏe hơn gion nhung k thom lam vi dam them mot ti xiu nua thi qua ok moi toi hoi nhat hi minh chua tron voi sua chi an moi ngu coc k nhung cung kha ngon de an vat thay bim bim tot cho suc khoe hon
train_008709,bị vỡ 1 chai shop lên bảo bên giao hg cẩn thận hơn vì là chai thủy tinh dễ vỡ,0,bi vo 1 chai shop len bao ben giao hg can than hon vi la chai thuy tinh de vo,bị vỡ 1 chai shop lên bảo bên giao hg cẩn thận hơn vì là chai thủy tinh dễ vỡ bi vo 1 chai shop len bao ben giao hg can than hon vi la chai thuy tinh de vo
train_010104,mặt mình lán bon ko một mục mụn nên mua về sd thử do da khô 2-3 ngày sau mặt nổi mụn đỏ nhiều hai bên má thái dương còn có mụn bọc nữa 👎🏻💀🎃,1,mat minh lan bon ko mot muc mun nen mua ve sd thu do da kho 2-3 ngay sau mat noi mun do nhieu hai ben ma thai duong con co mun boc nua 👎🏻💀🎃,mặt mình lán bon ko một mục mụn nên mua về sd thử do da khô 2-3 ngày sau mặt nổi mụn đỏ nhiều hai bên má thái dương còn có mụn bọc nữa 👎🏻💀🎃 mat minh lan bon ko mot muc mun nen mua ve sd thu do da kho 2-3 ngay sau mat noi mun do nhieu hai ben ma thai duong con co mun boc nua 👎🏻💀🎃
train_001077,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh đáng tiền,0,chat luong san pham tuyet voi thoi gian giao hang rat nhanh dang tien,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh đáng tiền chat luong san pham tuyet voi thoi gian giao hang rat nhanh dang tien
train_013003,cực kỳyyy xấu bỏ hơn 200k ra mua và nhận về 1 cái túi như 20k và dell thể nói thêm 1 câu gì nữa hi,1,cuc kyyyy xau bo hon 200k ra mua va nhan ve 1 cai tui nhu 20k va dell the noi them 1 cau gi nua hi,cực kỳyyy xấu bỏ hơn 200k ra mua và nhận về 1 cái túi như 20k và dell thể nói thêm 1 câu gì nữa hi cuc kyyyy xau bo hon 200k ra mua va nhan ve 1 cai tui nhu 20k va dell the noi them 1 cau gi nua hi
train_004201,chưa uống nên chưa biết chất lượng ra sao nhận được hàng trong tình trạng vỏ hộp méo mó rất nhiều tem niêm phong hộp thuốc thì có tình trạng đã có người mở ra rồi cố dán lại,1,chua uong nen chua biet chat luong ra sao nhan duoc hang trong tinh trang vo hop meo mo rat nhieu tem niem phong hop thuoc thi co tinh trang da co nguoi mo ra roi co dan lai,chưa uống nên chưa biết chất lượng ra sao nhận được hàng trong tình trạng vỏ hộp méo mó rất nhiều tem niêm phong hộp thuốc thì có tình trạng đã có người mở ra rồi cố dán lại chua uong nen chua biet chat luong ra sao nhan duoc hang trong tinh trang vo hop meo mo rat nhieu tem niem phong hop thuoc thi co tinh trang da co nguoi mo ra roi co dan lai
train_000839,sản phẩm rất tốt đóng gói rất đẹp rất hài lòng về sản phẩm,0,san pham rat tot dong goi rat dep rat hai long ve san pham,sản phẩm rất tốt đóng gói rất đẹp rất hài lòng về sản phẩm san pham rat tot dong goi rat dep rat hai long ve san pham
train_007944,giao hang rất nhanh dong goi rất can than,0,giao hang rát nhanh dong goi rát can than,giao hang rất nhanh dong goi rất can than giao hang rát nhanh dong goi rát can than
train_014938,shop gói hàng rất cẩn thận chất son đẹp thơm lên đúng màu,0,shop goi hang rat can than chat son dep thom len dung mau,shop gói hàng rất cẩn thận chất son đẹp thơm lên đúng màu shop goi hang rat can than chat son dep thom len dung mau
train_009942,giao sai màu đã ghi chú trong note đưa màu hồng để trên xe hơi nam,1,giao sai mau da ghi chu trong note dua mau hong de tren xe hoi nam,giao sai màu đã ghi chú trong note đưa màu hồng để trên xe hơi nam giao sai mau da ghi chu trong note dua mau hong de tren xe hoi nam
train_010791,hàng quá ư là đẹp nha sẽ ủng hộ shop lâu dài nhé ahihi,0,hang qua u la dep nha se ung ho shop lau dai nhe ahihi,hàng quá ư là đẹp nha sẽ ủng hộ shop lâu dài nhé ahihi hang qua u la dep nha se ung ho shop lau dai nhe ahihi
train_013942,chất lượng sản phẩm tuyệt vời rất đáng tiền chỉ giao hàng hơi chậm thôi,0,chat luong san pham tuyet voi rat dang tien chi giao hang hoi cham thoi,chất lượng sản phẩm tuyệt vời rất đáng tiền chỉ giao hàng hơi chậm thôi chat luong san pham tuyet voi rat dang tien chi giao hang hoi cham thoi
train_010385,giao thiếu hàng,1,giao thieu hang,giao thiếu hàng giao thieu hang
train_013856,thực phẩm toàn đường hoá học ko thể ăn được phải bỏ hết 1kg quá tệ chất lượng sản phẩm rất kém rất không đáng tiền,1,thuc pham toan duong hoa hoc ko the an duoc phai bo het 1kg qua te chat luong san pham rat kem rat khong dang tien,thực phẩm toàn đường hoá học ko thể ăn được phải bỏ hết 1kg quá tệ chất lượng sản phẩm rất kém rất không đáng tiền thuc pham toan duong hoa hoc ko the an duoc phai bo het 1kg qua te chat luong san pham rat kem rat khong dang tien
train_015124,giao hàng nhanh nhưng một so chữ nét thanh một sản phẩm chữ đậm không biết tại sao lại như vậy cũng không có mã code để check quá thất vọng,1,giao hang nhanh nhung mot so chu net thanh mot san pham chu dam khong biet tai sao lai nhu vay cung khong co ma code de check qua that vong,giao hàng nhanh nhưng một so chữ nét thanh một sản phẩm chữ đậm không biết tại sao lại như vậy cũng không có mã code để check quá thất vọng giao hang nhanh nhung mot so chu net thanh mot san pham chu dam khong biet tai sao lai nhu vay cung khong co ma code de check qua that vong
train_000377,mua đk 1 ngày thì học dây cắm điện vcl,1,mua dk 1 ngay thi hoc day cam dien vcl,mua đk 1 ngày thì học dây cắm điện vcl mua dk 1 ngay thi hoc day cam dien vcl
train_007737,giao hàng nhanh lẹ chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh,0,giao hang nhanh le chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh,giao hàng nhanh lẹ chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh giao hang nhanh le chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh
train_001832,pin tụt nhanh nhưng không bị sập nguồn,0,pin tut nhanh nhung khong bi sap nguon,pin tụt nhanh nhưng không bị sập nguồn pin tut nhanh nhung khong bi sap nguon
train_006573,ốp siêu đẹp siêu mịn mình cứ tiếc ko chịu đặt thêm ốp này cho 8plus có điều bên giaohangnhanh giữ hàng giao lâu quá nếu mà chọn giaohangtietkiem chắc t7 mình đã nhận dc rồi,0,op sieu dep sieu min minh cu tiec ko chiu dat them op nay cho 8plus co dieu ben giaohangnhanh giu hang giao lau qua neu ma chon giaohangtietkiem chac t7 minh da nhan dc roi,ốp siêu đẹp siêu mịn mình cứ tiếc ko chịu đặt thêm ốp này cho 8plus có điều bên giaohangnhanh giữ hàng giao lâu quá nếu mà chọn giaohangtietkiem chắc t7 mình đã nhận dc rồi op sieu dep sieu min minh cu tiec ko chiu dat them op nay cho 8plus co dieu ben giaohangnhanh giu hang giao lau qua neu ma chon giaohangtietkiem chac t7 minh da nhan dc roi
train_008954,chất lắm😍,0,chat lam😍,chất lắm😍 chat lam😍
train_001658,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ tốt,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu tot,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ tốt chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu tot
train_007482,shop phục vụ rất tốt tư vấn nhiệt tình có hoá đơn photo cám ơn shop nhé,0,shop phuc vu rat tot tu van nhiet tinh co hoa don photo cam on shop nhe,shop phục vụ rất tốt tư vấn nhiệt tình có hoá đơn photo cám ơn shop nhé shop phuc vu rat tot tu van nhiet tinh co hoa don photo cam on shop nhe
train_008856,tôi đông bực bội về cái đt 6300 nây lừa rạt ng mua hàng mua về k dám sài sợ nó nổ bó tay cái điện đt nầy,1,toi dong buc boi ve cai dt 6300 nay lua rat ng mua hang mua ve k dam sai so no no bo tay cai dien dt nay,tôi đông bực bội về cái đt 6300 nây lừa rạt ng mua hàng mua về k dám sài sợ nó nổ bó tay cái điện đt nầy toi dong buc boi ve cai dt 6300 nay lua rat ng mua hang mua ve k dam sai so no no bo tay cai dien dt nay
train_010441,đế hơi cứng ạ n dù sao cg đẹp 😄,0,de hoi cung a n du sao cg dep 😄,đế hơi cứng ạ n dù sao cg đẹp 😄 de hoi cung a n du sao cg dep 😄
train_014686,chất lượng sản phẩm tuyệt vời dù ko đúng màu nhưng khách vẫn ưng,0,chat luong san pham tuyet voi du ko dung mau nhung khach van ung,chất lượng sản phẩm tuyệt vời dù ko đúng màu nhưng khách vẫn ưng chat luong san pham tuyet voi du ko dung mau nhung khach van ung
train_010488,gửi nhầm 1 vỏ ip6 tóm lại là đẹp,0,gui nham 1 vo ip6 tom lai la dep,gửi nhầm 1 vỏ ip6 tóm lại là đẹp gui nham 1 vo ip6 tom lai la dep
train_006376,sản phẩm cây lau thích hợp cho nhà có diện tích rộng lau sạch và nhanh tuy nhiên phần chốt dễ bị lệch mình mới mua được gần 2 tháng và đã bị hỏng,1,san pham cay lau thich hop cho nha co dien tich rong lau sach va nhanh tuy nhien phan chot de bi lech minh moi mua duoc gan 2 thang va da bi hong,sản phẩm cây lau thích hợp cho nhà có diện tích rộng lau sạch và nhanh tuy nhiên phần chốt dễ bị lệch mình mới mua được gần 2 tháng và đã bị hỏng san pham cay lau thich hop cho nha co dien tich rong lau sach va nhanh tuy nhien phan chot de bi lech minh moi mua duoc gan 2 thang va da bi hong
train_006762,giá sale lại được tặng túi xinh son chuẩn màu đẹp rất hài lòng,0,gia sale lai duoc tang tui xinh son chuan mau dep rat hai long,giá sale lại được tặng túi xinh son chuẩn màu đẹp rất hài lòng gia sale lai duoc tang tui xinh son chuan mau dep rat hai long
train_012075,giá vậy là cao rồi shop,1,gia vay la cao roi shop,giá vậy là cao rồi shop gia vay la cao roi shop
train_006068,vai mem nhung hoi mong,0,vai mem nhung hoi mong,vai mem nhung hoi mong vai mem nhung hoi mong
train_010408,không vừa với máy oppo f1s của mình nhắn tin cho shop không thấy shop trả lời,1,khong vua voi may oppo f1s cua minh nhan tin cho shop khong thay shop tra loi,không vừa với máy oppo f1s của mình nhắn tin cho shop không thấy shop trả lời khong vua voi may oppo f1s cua minh nhan tin cho shop khong thay shop tra loi
train_006114,đã đặt 2 lần một lần đặt thanh ram 1 lần đặt chip tất cả đều sài oke và còn mới toanh có khi chip ko có xước dăm nữa cơ rất oke shop test hàng trc khi giao bình luận của mình ko mang tính chất quảng cáo nhé,0,da dat 2 lan mot lan dat thanh ram 1 lan dat chip tat ca deu sai oke va con moi toanh co khi chip ko co xuoc dam nua co rat oke shop test hang trc khi giao binh luan cua minh ko mang tinh chat quang cao nhe,đã đặt 2 lần một lần đặt thanh ram 1 lần đặt chip tất cả đều sài oke và còn mới toanh có khi chip ko có xước dăm nữa cơ rất oke shop test hàng trc khi giao bình luận của mình ko mang tính chất quảng cáo nhé da dat 2 lan mot lan dat thanh ram 1 lan dat chip tat ca deu sai oke va con moi toanh co khi chip ko co xuoc dam nua co rat oke shop test hang trc khi giao binh luan cua minh ko mang tinh chat quang cao nhe
train_008519,máy nóng nhanh mới test thử đã tróc sơn phía trong không biết dùng có bền không nhưng mà giá quá đẹp so với chất lượng rồi,0,may nong nhanh moi test thu da troc son phia trong khong biet dung co ben khong nhung ma gia qua dep so voi chat luong roi,máy nóng nhanh mới test thử đã tróc sơn phía trong không biết dùng có bền không nhưng mà giá quá đẹp so với chất lượng rồi may nong nhanh moi test thu da troc son phia trong khong biet dung co ben khong nhung ma gia qua dep so voi chat luong roi
train_005834,dặn soạn hàng 1 đàng giao hàng một nẻo mọi người mua hàng chú ý nhé,1,dan soan hang 1 dang giao hang mot neo moi nguoi mua hang chu y nhe,dặn soạn hàng 1 đàng giao hàng một nẻo mọi người mua hàng chú ý nhé dan soan hang 1 dang giao hang mot neo moi nguoi mua hang chu y nhe
train_009471,dép trắng khuya đen chất lượng ổn so với giá,0,dep trang khuya den chat luong on so voi gia,dép trắng khuya đen chất lượng ổn so với giá dep trang khuya den chat luong on so voi gia
train_015033,vừa mở ra đã thấy vỡ có dấu hiệu hàng đã qua sử dụng đã trả hàng,1,vùa mỏ ra dã tháy võ có dáu hiẹu hàng dã qua sủ dụng dã trả hàng,vừa mở ra đã thấy vỡ có dấu hiệu hàng đã qua sử dụng đã trả hàng vùa mỏ ra dã tháy võ có dáu hiẹu hàng dã qua sủ dụng dã trả hàng
train_015693,rất không đáng tiền guốc rách hết,1,rat khong dang tien guoc rach het,rất không đáng tiền guốc rách hết rat khong dang tien guoc rach het
train_012172,dung duoc 2ngay jo may chay vuobg kim vao suot đơ luôn,1,dung duoc 2ngay jo may chay vuobg kim vao suot do luon,dung duoc 2ngay jo may chay vuobg kim vao suot đơ luôn dung duoc 2ngay jo may chay vuobg kim vao suot do luon
train_015143,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop rất có tâm và nhiệt tình sẽ ủng hộ dàu dài 💓💓💓💓💓💓,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop rat co tam va nhiet tinh se ung ho dau dai 💓💓💓💓💓💓,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop rất có tâm và nhiệt tình sẽ ủng hộ dàu dài 💓💓💓💓💓💓 chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop rat co tam va nhiet tinh se ung ho dau dai 💓💓💓💓💓💓
train_008326,sản phẩm không giống với hình nhựa k chắc chắn ốc vít có cái đã bị rỉ,1,san pham khong giong voi hinh nhua k chac chan oc vit co cai da bi ri,sản phẩm không giống với hình nhựa k chắc chắn ốc vít có cái đã bị rỉ san pham khong giong voi hinh nhua k chac chan oc vit co cai da bi ri
train_006043,đóng gói sản phẩm rất đẹp và chắc chắn cơm cháy k bị vỡ mình rất hài lòng,0,dong goi san pham rat dep va chac chan com chay k bi vo minh rat hai long,đóng gói sản phẩm rất đẹp và chắc chắn cơm cháy k bị vỡ mình rất hài lòng dong goi san pham rat dep va chac chan com chay k bi vo minh rat hai long
train_007877,ko giống mô tả ko kết nối wifi,1,ko giong mo ta ko ket noi wifi,ko giống mô tả ko kết nối wifi ko giong mo ta ko ket noi wifi
train_015926,ngon lắm tỏi nhiều mình thích v 2 ngày mình ăn 5 hộp r nên bị dộp miệng haha,0,ngon lam toi nhieu minh thich v 2 ngay minh an 5 hop r nen bi dop mieng haha,ngon lắm tỏi nhiều mình thích v 2 ngày mình ăn 5 hộp r nên bị dộp miệng haha ngon lam toi nhieu minh thich v 2 ngay minh an 5 hop r nen bi dop mieng haha
train_007606,gậy hơi cũ,0,gay hoi cu,gậy hơi cũ gay hoi cu
train_005109,giày đi k ôm chân gót giày k đều nhau đi bị đổ về phía trước,1,giay di k om chan got giay k deu nhau di bi do ve phia truoc,giày đi k ôm chân gót giày k đều nhau đi bị đổ về phía trước giay di k om chan got giay k deu nhau di bi do ve phia truoc
train_006119,như cặc hàng thì cũ,1,nhu cac hang thi cu,như cặc hàng thì cũ nhu cac hang thi cu
train_009365,lúc đầu nghe ổn dùng dc 20 ngày thì hỏng bass mặc dù mình ít dùng,1,luc dau nghe on dung dc 20 ngay thi hong bass mac du minh ít dung,lúc đầu nghe ổn dùng dc 20 ngày thì hỏng bass mặc dù mình ít dùng luc dau nghe on dung dc 20 ngay thi hong bass mac du minh ít dung
train_009426,be,0,be,be be
train_015758,ngon tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,0,ngon tuyẹt vòi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh,ngon tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ngon tuyẹt vòi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh
train_008469,đóng gói sản phẩm rất đẹp và chắc chắn giao hang sieu nhanh bim mới,0,dong goi san pham rat dep va chac chan giao hang sieu nhanh bim moi,đóng gói sản phẩm rất đẹp và chắc chắn giao hang sieu nhanh bim mới dong goi san pham rat dep va chac chan giao hang sieu nhanh bim moi
train_001744,ưng í nha ❤️ rất đáng tiền thời gian giao hàng rất nhanh shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,0,ung i nha ❤️ rat dang tien thoi gian giao hang rat nhanh shop phuc vu rat tot chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,ưng í nha ❤️ rất đáng tiền thời gian giao hàng rất nhanh shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ung i nha ❤️ rat dang tien thoi gian giao hang rat nhanh shop phuc vu rat tot chat luong san pham tuyet voi dong goi san pham rat dep va chac chan
train_004140,rất đáng tiền chất lượng sản phẩm tuyệt vời size 42 giày khác thì rất vừa chân còn size 42 của shop hơn k vừa,0,rat dang tien chat luong san pham tuyet voi size 42 giay khac thi rat vua chan con size 42 cua shop hon k vua,rất đáng tiền chất lượng sản phẩm tuyệt vời size 42 giày khác thì rất vừa chân còn size 42 của shop hơn k vừa rat dang tien chat luong san pham tuyet voi size 42 giay khac thi rat vua chan con size 42 cua shop hon k vua
train_006515,chủ shop giải thích hộ mình vì sao chai của shop có chữ edp ở đáy chai vậy là hàng giả sao m đang rất hoang mang ạ,0,chu shop giai thich ho minh vi sao chai cua shop co chu edp o day chai vay la hang gia sao m dang rat hoang mang a,chủ shop giải thích hộ mình vì sao chai của shop có chữ edp ở đáy chai vậy là hàng giả sao m đang rất hoang mang ạ chu shop giai thich ho minh vi sao chai cua shop co chu edp o day chai vay la hang gia sao m dang rat hoang mang a
train_009681,chủ shop kute tặng quà thêm cho khách nữa tks shop nhé ngàn sao 😘 shop phục vụ rất tốt rất đáng tiền đặt đêm là sáng có hàng ship siêu nhanh,0,chu shop kute tang qua them cho khach nua tks shop nhe ngan sao 😘 shop phuc vu rat tot rat dang tien dat dem la sang co hang ship sieu nhanh,chủ shop kute tặng quà thêm cho khách nữa tks shop nhé ngàn sao 😘 shop phục vụ rất tốt rất đáng tiền đặt đêm là sáng có hàng ship siêu nhanh chu shop kute tang qua them cho khach nua tks shop nhe ngan sao 😘 shop phuc vu rat tot rat dang tien dat dem la sang co hang ship sieu nhanh
train_007664,deo moi co 2ngay da bi hong day rot cot,1,deo moi co 2ngay da bi hong day rot cot,deo moi co 2ngay da bi hong day rot cot deo moi co 2ngay da bi hong day rot cot
train_001211,chất lượng sản phẩm tuyệt vời shop giao thiếu hàng bù cho mình shop phục vụ rất tốt,0,chat luong san pham tuyet voi shop giao thieu hang bu cho minh shop phuc vu rat tot,chất lượng sản phẩm tuyệt vời shop giao thiếu hàng bù cho mình shop phục vụ rất tốt chat luong san pham tuyet voi shop giao thieu hang bu cho minh shop phuc vu rat tot
train_009720,chất lượng sản phẩm tuyệt vời ưng ý lắm luôn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,0,chat luong san pham tuyet voi ung y lam luon dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh,chất lượng sản phẩm tuyệt vời ưng ý lắm luôn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chat luong san pham tuyet voi ung y lam luon dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh
train_015726,chiên thức ăn xong mà lấy ra thấy giống như nướng thì đúng hơn thức ăn không được vàng ươm và phồng lên giống như trong hình ảnh quảng cáo mà thức ăn như tôm cá lại vẫn có màu trắng và đôi chỗ hơi cháy vàng là những viền vây xung quanh không chín vàng đều nên nhìn không giống chiên và không hấp dẫn lắm,1,chien thuc an xong ma lay ra thay giong nhu nuong thi dung hon thuc an khong duoc vang uom va phong len giong nhu trong hinh anh quang cao ma thuc an nhu tom ca lai van co mau trang va doi cho hoi chay vang la nhung vien vay xung quanh khong chin vang deu nen nhin khong giong chien va khong hap dan lam,chiên thức ăn xong mà lấy ra thấy giống như nướng thì đúng hơn thức ăn không được vàng ươm và phồng lên giống như trong hình ảnh quảng cáo mà thức ăn như tôm cá lại vẫn có màu trắng và đôi chỗ hơi cháy vàng là những viền vây xung quanh không chín vàng đều nên nhìn không giống chiên và không hấp dẫn lắm chien thuc an xong ma lay ra thay giong nhu nuong thi dung hon thuc an khong duoc vang uom va phong len giong nhu trong hinh anh quang cao ma thuc an nhu tom ca lai van co mau trang va doi cho hoi chay vang la nhung vien vay xung quanh khong chin vang deu nen nhin khong giong chien va khong hap dan lam
train_001632,hài lòng gắn vào sài đc ngay,0,hai long gan vao sai dc ngay,hài lòng gắn vào sài đc ngay hai long gan vao sai dc ngay
train_000088,tương đối hài lòng giày chắc chắn êm nhưng đường may chỉ thừa còn nói chung ok với giá này thanks shop nha,0,tuong doi hai long giay chac chan em nhung duong may chi thua con noi chung ok voi gia nay thanks shop nha,tương đối hài lòng giày chắc chắn êm nhưng đường may chỉ thừa còn nói chung ok với giá này thanks shop nha tuong doi hai long giay chac chan em nhung duong may chi thua con noi chung ok voi gia nay thanks shop nha
train_012873,da heo hơi cứng ko đc giòn,0,da heo hoi cung ko dc gion,da heo hơi cứng ko đc giòn da heo hoi cung ko dc gion
train_011516,chất lượng sản phẩm tuyệt vời rất đáng tiền sp dùng tốt,0,chat luong san pham tuyet voi rat dang tien sp dung tot,chất lượng sản phẩm tuyệt vời rất đáng tiền sp dùng tốt chat luong san pham tuyet voi rat dang tien sp dung tot
train_001849,giày ok👍🏻👍🏻,0,giay ok👍🏻👍🏻,giày ok👍🏻👍🏻 giay ok👍🏻👍🏻
train_013724,k đáng đồng tiền chất lượng không như mong đợi mua về nhìn bên ngoài đẹp xịt ra k có tí mùi nào gọi là thơm,1,k dang dong tien chat luong khong nhu mong doi mua ve nhin ben ngoai dep xit ra k co ti mui nao goi la thom,k đáng đồng tiền chất lượng không như mong đợi mua về nhìn bên ngoài đẹp xịt ra k có tí mùi nào gọi là thơm k dang dong tien chat luong khong nhu mong doi mua ve nhin ben ngoai dep xit ra k co ti mui nao goi la thom
train_015979,dép mang rất vừa rất đẹp,0,dep mang rat vua rat dep,dép mang rất vừa rất đẹp dep mang rat vua rat dep
train_003839,sản phẩm tốt hợp giá tiền,0,san pham tot hop gia tien,sản phẩm tốt hợp giá tiền san pham tot hop gia tien
train_015556,bánh gạp thì được nhưng phô mai trộn gì đó ghê lắm nhắn tin shop không trà lời nhé bạn nào mua thì đứng mua chỗ này làm ăn gian dối,1,banh gap thi duoc nhung pho mai tron gi do ghe lam nhan tin shop khong tra loi nhe ban nao mua thi dung mua cho nay lam an gian doi,bánh gạp thì được nhưng phô mai trộn gì đó ghê lắm nhắn tin shop không trà lời nhé bạn nào mua thì đứng mua chỗ này làm ăn gian dối banh gap thi duoc nhung pho mai tron gi do ghe lam nhan tin shop khong tra loi nhe ban nao mua thi dung mua cho nay lam an gian doi
train_006084,sổ đẹp dễ thương màu giấy đẹpp,0,so dep de thuong mau giay depp,sổ đẹp dễ thương màu giấy đẹpp so dep de thuong mau giay depp
train_007126,đóng gói kỹ càng hướng dẫn tiếng việt nữa được tặng mẫu thử tẩy da chết của missha nữa,0,dong goi ky cang huong dan tieng viet nua duoc tang mau thu tay da chet cua missha nua,đóng gói kỹ càng hướng dẫn tiếng việt nữa được tặng mẫu thử tẩy da chết của missha nữa dong goi ky cang huong dan tieng viet nua duoc tang mau thu tay da chet cua missha nua
train_011628,đóng gói sản phẩm rất đẹp và chắc chắn bé nhà mình rất thích,0,dong goi san pham rat dep va chac chan be nha minh rat thich,đóng gói sản phẩm rất đẹp và chắc chắn bé nhà mình rất thích dong goi san pham rat dep va chac chan be nha minh rat thich
train_012341,hạt to và rất ngon ăn có 1ngày là sạch luôn😃😃😃sẽ ủng hộ shop time tới hehe,0,hat to va rat ngon an co 1ngay la sach luon😃😃😃se ung ho shop time toi hehe,hạt to và rất ngon ăn có 1ngày là sạch luôn😃😃😃sẽ ủng hộ shop time tới hehe hat to va rat ngon an co 1ngay la sach luon😃😃😃se ung ho shop time toi hehe
train_008556,sách đọc hay lém ý mới đóng gói cẩn thận giao hàng nhanh,0,sach doc hay lem y moi dong goi can than giao hang nhanh,sách đọc hay lém ý mới đóng gói cẩn thận giao hàng nhanh sach doc hay lem y moi dong goi can than giao hang nhanh
train_009184,lần thứ hai mua và vẫn rất hài lòng chỉ là lần này mình không có quà 😂,0,lan thu hai mua va van rat hai long chi la lan nay minh khong co qua 😂,lần thứ hai mua và vẫn rất hài lòng chỉ là lần này mình không có quà 😂 lan thu hai mua va van rat hai long chi la lan nay minh khong co qua 😂
train_006734,chế độ lương như vậy thì khi nào nhà nước mới chống được tiêu cực,0,che do luong nhu vay thi khi nao nha nuoc moi chong duoc tieu cuc,chế độ lương như vậy thì khi nào nhà nước mới chống được tiêu cực che do luong nhu vay thi khi nao nha nuoc moi chong duoc tieu cuc
train_007577,giao đúng hàng hạn sd 07 2019,0,giao dung hang han sd 07 2019,giao đúng hàng hạn sd 07 2019 giao dung hang han sd 07 2019
train_005972,đèn k sáng,1,dèn k sáng,đèn k sáng dèn k sáng
train_015986,hy vọng cơ quan chức năng có hướng giải quyết thích đáng,1,hy vong co quan chuc nang co huong giai quyet thich dang,hy vọng cơ quan chức năng có hướng giải quyết thích đáng hy vong co quan chuc nang co huong giai quyet thich dang
train_010976,kính mờ gây mỏi mắt,0,kinh mo gay moi mat,kính mờ gây mỏi mắt kinh mo gay moi mat
train_009211,minh danh gja 1* vi shop giao hang lâu sp vn chu ko pai vnxk nhu shop da noi chat luog sp bt,1,minh danh gja 1* vi shop giao hang lau sp vn chu ko pai vnxk nhu shop da noi chat luog sp bt,minh danh gja 1* vi shop giao hang lâu sp vn chu ko pai vnxk nhu shop da noi chat luog sp bt minh danh gja 1* vi shop giao hang lau sp vn chu ko pai vnxk nhu shop da noi chat luog sp bt
train_004058,sơn như cái đồ trẻ trâu quá xấu kém,1,son nhu cai do tre trau qua xau kem,sơn như cái đồ trẻ trâu quá xấu kém son nhu cai do tre trau qua xau kem
train_015177,chúc shop làm ăn mau mắn,0,chuc shop lam an mau man,chúc shop làm ăn mau mắn chuc shop lam an mau man
train_010349,khăn mỏng quá - -,1,khan mong qua - -,khăn mỏng quá - - khan mong qua - -
